Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
 31/12/2015 1:17:16 AM,2.656055,488.5398,2,2,1,190.464,8.556652,322.3789,2.44757,2,1,1,2,1,2,1,20.00768,2.196714,827.392,1,2,1,1,1,2,148.808,149.0643,1.718002,600.0,1,2,1,1,2,7.761664,142.2968,260.2858,14.38093,1.726993,1.25887,0.7325801,0.3081703,2,1,247.9492,0.8490052,186.6989,0.0,1,1,1,Attack
 31/12/2015 1:17:17 AM,2.649329,487.8333,2,2,1,190.464,8.556652,322.7378,2.446801,2,1,1,2,1,2,1,20.00768,2.198636,827.7525,1,2,1,1,1,2,148.808,149.0643,1.718002,600.0,1,2,1,1,2,7.761664,142.2968,260.5422,14.38093,1.725327,1.258102,0.7325801,0.3086827,2,1,247.773,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:18 AM,2.630433,487.2838,2,2,1,190.464,8.556652,322.8659,2.446801,2,1,1,2,1,2,1,20.00768,2.199789,827.7525,1,2,1,1,1,2,148.808,149.0643,1.718002,600.0,1,2,1,1,2,7.761664,142.2968,260.5422,14.38093,1.725327,1.279109,0.7325801,0.3087468,2,1,247.773,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:19 AM,2.61538,486.7734,2,2,1,190.464,8.556652,322.8659,2.446801,2,1,1,2,1,2,1,20.0461,2.199789,827.7926,1,2,1,1,1,2,148.808,148.8593,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.6063,14.38093,1.724045,1.291918,0.7325801,0.3084265,2,1,247.773,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:20 AM,2.614419,486.5772,2,2,1,190.464,8.55505,323.1736,2.446801,2,1,1,2,1,2,1,20.06851,2.200429,827.7525,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.6063,14.38093,1.724045,1.309722,0.7325801,0.3081703,2,1,247.8531,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:21 AM,2.603529,487.2052,2,2,1,190.464,8.55505,323.3017,2.446801,2,1,1,2,1,2,1,20.06851,2.200429,827.6324,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.6063,14.38093,1.726865,1.312028,0.7325801,0.3081703,2,1,247.9973,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:22 AM,2.591679,487.794,2,2,1,190.464,8.55505,323.3017,2.447442,2,1,1,2,1,2,1,20.06851,2.197483,827.2318,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.6063,14.38093,1.72725,1.306648,0.7325801,0.3066329,2,1,247.9973,0.8490052,186.4746,0.0,1,1,1,Attack
 31/12/2015 1:17:23 AM,2.571502,489.1679,2,2,1,190.464,8.55505,323.5068,2.448211,2,1,1,2,1,2,1,20.06851,2.197483,827.0716,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.6383,14.38093,1.72725,1.293198,0.7325801,0.3066329,2,1,248.0934,0.7689104,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:24 AM,2.55773,489.7959,2,2,1,190.464,8.55505,323.7631,2.448211,2,1,1,2,1,2,1,20.00448,2.197483,826.9915,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.8947,14.38093,1.72725,1.274113,0.7325801,0.3066329,2,1,248.0934,0.7689104,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:25 AM,2.536271,490.7772,2,2,1,190.464,8.552807,324.122,2.448211,2,1,1,2,1,2,1,20.00448,2.197483,827.0716,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.8947,14.38093,1.728019,1.262585,0.7325801,0.3066329,2,1,248.0934,0.7689104,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:26 AM,2.521218,491.9548,2,2,1,190.464,8.552807,324.1476,2.448211,2,1,1,2,1,2,1,20.00448,2.197483,827.2318,1,2,1,1,1,2,148.808,148.7567,1.717233,600.0,1,2,1,1,2,7.761664,142.2968,260.8947,14.38093,1.728019,1.261688,0.7325801,0.3066329,2,1,248.0934,0.7689104,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:27 AM,2.504884,492.6614,2,2,1,190.464,8.552807,324.1476,2.448211,2,1,1,2,1,2,1,20.00448,2.197483,826.7912,1,2,1,1,1,2,148.808,148.7567,1.717361,600.0,1,2,1,1,2,7.761664,142.2968,260.8947,14.38093,1.728275,1.261688,0.7325801,0.3066329,2,1,248.0934,0.8169672,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:28 AM,2.492073,493.2502,2,2,1,190.464,8.548962,324.3784,2.448211,2,1,1,2,1,2,1,20.00448,2.197483,827.1517,1,2,1,1,1,2,148.808,148.7567,1.717746,600.0,1,2,1,1,2,7.761664,142.4507,260.8947,14.38093,1.726993,1.269117,0.7325801,0.3066329,2,1,248.0934,0.8169672,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:29 AM,2.478301,493.7212,2,2,1,190.464,8.548962,324.5578,2.448211,2,1,1,2,1,2,1,19.95646,2.197739,827.1517,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.761664,142.4507,260.8947,14.38093,1.726993,1.272704,0.7325801,0.3066329,2,1,248.0934,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:30 AM,2.461967,494.2315,2,2,1,190.464,8.548962,324.5578,2.448211,2,1,1,2,1,2,1,19.91165,2.200557,826.9514,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,260.8947,14.38093,1.726993,1.281798,0.7304036,0.3066329,2,1,248.0934,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:31 AM,2.44275,494.624,2,2,1,190.464,8.548962,324.5578,2.448211,2,1,1,2,1,2,1,19.91165,2.200557,827.0716,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,260.8947,14.38093,1.726993,1.290893,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:32 AM,2.423534,494.8595,2,2,1,190.464,8.546719,324.9167,2.448211,2,1,1,2,1,2,1,19.94046,2.200557,827.0316,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,260.8947,14.38093,1.726993,1.291918,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:33 AM,2.415847,495.0165,2,2,1,190.464,8.544796,324.9167,2.445904,2,1,1,2,1,2,1,19.94046,2.19966,826.9514,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,260.8947,14.38093,1.726993,1.302933,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:34 AM,2.415847,495.8409,2,2,1,190.464,8.544796,324.9167,2.445904,2,1,1,2,1,2,1,19.94046,2.198764,827.1517,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,260.8947,14.38093,1.726993,1.302933,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:35 AM,2.424174,496.4689,2,2,1,190.464,8.542553,324.9167,2.445904,2,1,1,2,1,2,1,19.97887,2.198764,826.9915,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,260.8947,14.38093,1.726993,1.302933,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:36 AM,2.473497,496.8614,2,2,1,190.464,8.541912,325.2243,2.445904,2,1,1,2,1,2,1,20.0429,2.201582,827.1517,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,260.8947,14.38093,1.726993,1.311643,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:37 AM,2.521538,496.5866,2,2,1,190.464,8.540951,325.2243,2.444238,2,1,1,2,1,2,1,20.0429,2.201582,827.4321,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,260.8947,14.38093,1.726993,1.304598,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:38 AM,2.55805,496.4296,2,2,1,190.464,8.540951,325.2243,2.444238,2,1,1,2,1,2,1,20.07491,2.19966,827.392,1,2,1,1,1,2,148.808,148.7567,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,260.8947,14.38093,1.726993,1.299731,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:39 AM,2.594882,496.6259,2,2,1,190.464,8.540951,325.3268,2.444238,2,1,1,2,1,2,1,20.07491,2.19966,827.4321,1,2,1,1,1,2,148.808,148.5517,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,260.8947,14.38093,1.726993,1.290637,0.7304036,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:40 AM,2.630112,495.9979,2,2,1,190.464,8.540951,325.4807,2.444238,2,1,1,2,1,2,1,20.02369,2.19966,827.8326,1,2,1,1,1,2,148.808,148.5517,1.718002,600.0,1,2,1,1,2,7.760703,142.4507,261.0869,14.38093,1.725455,1.281927,0.7332203,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:41 AM,2.65093,495.8016,2,2,1,190.464,8.540951,325.4807,2.443725,2,1,1,2,1,2,1,19.98848,2.19966,827.6724,1,2,1,1,1,2,148.808,148.5517,1.718002,600.0,1,2,1,1,2,7.763266,142.4507,261.0869,14.45783,1.725455,1.28103,0.7338604,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:42 AM,2.655735,495.6446,2,2,1,190.464,8.540951,325.4807,2.441675,2,1,1,2,1,2,1,19.98848,2.19966,828.1531,1,2,1,1,1,2,148.808,148.5517,1.720437,600.0,1,2,1,1,2,7.763266,142.4763,261.0869,14.45783,1.725455,1.272192,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:43 AM,2.636198,495.5661,2,2,1,190.464,8.537746,325.4807,2.441675,2,1,1,2,1,2,1,19.98848,2.19966,828.0729,1,2,1,1,1,2,148.808,148.7311,1.720437,600.0,1,2,1,1,2,7.763266,142.4763,261.0869,14.45783,1.725583,1.280261,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:44 AM,2.617942,495.6053,2,2,1,190.464,8.537746,325.4807,2.445263,2,1,1,2,1,2,1,19.98848,2.197226,828.2732,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.763266,142.4763,261.0869,14.45783,1.725583,1.284745,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:45 AM,2.606732,495.7623,2,2,1,190.464,8.537746,325.4807,2.445263,2,1,1,2,1,2,1,20.02689,2.197226,828.2732,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.763266,142.4763,261.0869,14.45783,1.725583,1.303574,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:46 AM,2.606732,496.1548,2,2,1,190.464,8.537746,325.4807,2.44411,2,1,1,2,1,2,1,20.0525,2.197226,828.3934,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.763266,142.6557,261.183,14.45783,1.725583,1.3119,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:47 AM,2.603529,496.1548,2,2,1,190.464,8.537746,325.4807,2.441034,2,1,1,2,1,2,1,20.0525,2.197226,828.1931,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.45783,1.726993,1.312924,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:48 AM,2.583992,496.1941,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,20.0525,2.197226,828.6337,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.72789,1.312924,0.7327082,0.3065689,2,1,248.0934,0.8490052,186.731,0.0,1,1,1,Attack
 31/12/2015 1:17:49 AM,2.568939,495.8409,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,20.00448,2.197226,828.4334,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.72789,1.312924,0.7327082,0.3065689,2,1,247.741,0.8490052,186.4906,0.0,1,1,1,Attack
 31/12/2015 1:17:50 AM,2.548121,496.0371,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,19.99488,2.197226,828.3934,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.723789,1.312028,0.7327082,0.3065689,2,1,247.741,0.8490052,186.4906,0.0,1,1,1,Attack
 31/12/2015 1:17:51 AM,2.526343,495.6053,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,19.99488,2.197226,828.2332,1,2,1,1,1,2,148.808,148.7311,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.723789,1.311003,0.7327082,0.3065689,2,1,247.9973,0.8490052,186.4906,0.0,1,1,1,Attack
 31/12/2015 1:17:52 AM,2.513211,494.8203,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,19.99488,2.197226,827.6724,1,2,1,1,1,2,148.808,148.7824,1.717361,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.726096,1.293711,0.7327082,0.3065689,2,1,247.9973,0.8490052,186.4906,0.0,1,1,1,Attack
 31/12/2015 1:17:53 AM,2.495276,494.0745,2,2,1,190.464,8.537746,325.5832,2.441034,2,1,1,2,1,2,1,19.99168,2.197226,828.0329,1,2,1,1,1,2,148.808,148.8593,1.716592,600.0,1,2,1,1,2,7.760382,142.6557,261.183,14.38093,1.726096,1.289868,0.7327082,0.3079781,2,1,247.9973,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:54 AM,2.482785,493.6427,2,2,1,190.464,8.535503,325.5832,2.441034,2,1,1,2,1,2,1,19.99168,2.197226,828.2332,1,2,1,1,1,2,148.808,148.8593,1.716592,600.0,1,2,1,1,2,7.761023,142.5788,261.183,14.38093,1.726096,1.282311,0.7327082,0.3079781,2,1,247.9973,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:55 AM,2.471255,493.0931,2,2,1,190.464,8.535503,325.5832,2.441034,2,1,1,2,1,2,1,19.99168,2.197226,828.1531,1,2,1,1,1,2,148.808,148.8593,1.715439,600.0,1,2,1,1,2,7.761023,142.5788,261.183,14.38093,1.724686,1.281927,0.7327082,0.3080421,2,1,247.9973,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:56 AM,2.461967,493.0539,2,2,1,190.464,8.535503,325.5832,2.445007,2,1,1,2,1,2,1,19.99168,2.199789,828.3533,1,2,1,1,1,2,148.808,148.8593,1.715439,600.0,1,2,1,1,2,7.761023,142.5788,261.183,14.38093,1.724686,1.291918,0.7327082,0.3072735,2,1,247.9973,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:57 AM,2.450437,492.9361,2,2,1,190.464,8.535503,325.5832,2.445648,2,1,1,2,1,2,1,19.97247,2.199789,828.5536,1,2,1,1,1,2,148.808,148.8593,1.717105,600.0,1,2,1,1,2,7.762625,142.5788,261.183,14.38093,1.726993,1.292558,0.7327082,0.3072735,2,1,247.9973,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:58 AM,2.436025,492.9754,2,2,1,190.464,8.539349,325.5832,2.445648,2,1,1,2,1,2,1,19.97247,2.199789,828.4334,1,2,1,1,1,2,148.808,148.8593,1.718387,600.0,1,2,1,1,2,7.762625,142.5532,261.183,14.38093,1.72725,1.292558,0.7327082,0.3072735,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:17:59 AM,2.433783,492.9361,2,2,1,190.464,8.539349,325.5832,2.44206,2,1,1,2,1,2,1,19.97247,2.199789,828.6337,1,2,1,1,1,2,148.808,148.8593,1.718387,600.0,1,2,1,1,2,7.762625,142.5532,261.183,14.38093,1.72725,1.292558,0.7327082,0.306761,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:00 AM,2.433783,493.3287,2,2,1,190.464,8.539349,325.5832,2.44206,2,1,1,2,1,2,1,19.97887,2.200557,828.5936,1,2,1,1,1,2,148.808,148.8593,1.717233,600.0,1,2,1,1,2,7.762625,142.5532,261.2471,14.38093,1.723789,1.285513,0.7327082,0.306761,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:01 AM,2.473177,493.7212,2,2,1,190.464,8.539349,325.5832,2.44206,2,1,1,2,1,2,1,19.97887,2.201966,828.9542,1,2,1,1,1,2,148.808,148.8593,1.714926,600.0,1,2,1,1,2,7.762625,142.5532,261.2471,14.38093,1.723404,1.282439,0.7327082,0.306761,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:02 AM,2.491432,493.9174,2,2,1,190.464,8.539349,325.8395,2.44206,2,1,1,2,1,2,1,19.97887,2.202863,829.0743,1,2,1,1,1,2,148.808,148.8593,1.714926,600.0,1,2,1,1,2,7.762625,142.5532,261.2471,14.38093,1.723404,1.282439,0.7327082,0.306761,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:03 AM,2.544919,493.8782,2,2,1,190.464,8.536144,325.8395,2.44206,2,1,1,2,1,2,1,19.97887,2.202863,829.4749,1,2,1,1,1,2,148.808,148.8593,1.715311,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.38093,1.726865,1.28167,0.7327082,0.3081062,2,1,248.1415,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:04 AM,2.572783,494.0745,2,2,1,190.464,8.536144,325.8395,2.44206,2,1,1,2,1,2,1,19.97887,2.200429,829.7953,1,2,1,1,1,2,148.808,148.8593,1.715567,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.727378,1.285129,0.7327082,0.3082983,2,1,248.1095,0.8490052,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:05 AM,2.608013,494.6633,2,2,1,190.464,8.536144,325.8395,2.443725,2,1,1,2,1,2,1,19.97887,2.199148,829.7552,1,2,1,1,1,2,148.808,148.8593,1.715567,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.72507,1.291533,0.7327082,0.3082983,2,1,247.9172,0.7368724,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:06 AM,2.628191,494.8988,2,2,1,190.464,8.536144,325.8395,2.44411,2,1,1,2,1,2,1,19.95646,2.199148,830.1958,1,2,1,1,1,2,148.808,148.8593,1.715567,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.724045,1.291533,0.7327082,0.3082983,2,1,247.9172,0.7368724,186.6509,0.0,1,1,1,Attack
 31/12/2015 1:18:07 AM,2.643564,495.2128,2,2,1,190.464,8.536144,325.8395,2.44411,2,1,1,2,1,2,1,19.95646,2.199148,830.0756,1,2,1,1,1,2,148.808,148.7567,1.713901,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.724045,1.272192,0.7327082,0.3082983,2,1,247.789,0.7368724,186.4426,0.0,1,1,1,Attack
 31/12/2015 1:18:08 AM,2.645806,495.2913,2,2,1,190.464,8.536144,325.5832,2.44411,2,1,1,2,1,2,1,19.95646,2.199148,830.3961,1,2,1,1,1,2,148.808,148.7567,1.713901,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.726224,1.25618,0.7309157,0.3082983,2,1,247.789,0.7368724,186.4426,0.0,1,1,1,Attack
 31/12/2015 1:18:09 AM,2.628831,495.4483,2,2,1,190.464,8.536144,325.5832,2.44411,2,1,1,2,1,2,1,19.95646,2.197739,830.2759,1,2,1,1,1,2,148.808,148.7567,1.713901,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.726224,1.254515,0.7309157,0.3082983,2,1,247.789,0.8169672,186.4426,0.0,1,1,1,Attack
 31/12/2015 1:18:10 AM,2.628831,495.4483,2,2,1,190.464,8.536144,325.5832,2.44411,2,1,1,2,1,2,1,19.95646,2.197739,830.2759,1,2,1,1,1,2,148.808,148.7567,1.713901,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.726224,1.254515,0.7309157,0.3082983,2,1,247.789,0.8169672,186.4426,0.0,1,1,1,Attack
 31/12/2015 1:18:11 AM,2.61602,495.6446,2,2,1,190.464,8.537426,325.5832,2.44411,2,1,1,2,1,2,1,19.95646,2.197739,830.2358,1,2,1,1,1,2,148.808,148.7567,1.713901,600.0,1,2,1,1,2,7.761984,142.5532,261.3432,14.61164,1.726224,1.254515,0.7302756,0.3082983,2,1,247.789,0.8169672,186.4426,0.0,1,1,1,Attack
